Hour,platform,frequency
"2016-06-13 00","Big screen",3
"2016-06-13 00",Computer,3582
"2016-06-13 00",Mobile,2892
"2016-06-13 00",Tablet,2696
"2016-06-13 00",Unknown,1
"2016-06-13 00",Unspecified,314
"2016-06-13 01",Computer,1700
"2016-06-13 01",Mobile,1269
"2016-06-13 01",Tablet,1250
"2016-06-13 01",Unspecified,85
"2016-06-13 02",,1
"2016-06-13 02",Computer,1080
"2016-06-13 02",Mobile,783
"2016-06-13 02",Tablet,822
"2016-06-13 02",Unknown,2
"2016-06-13 02",Unspecified,62
"2016-06-13 03",,1
"2016-06-13 03",Computer,720
"2016-06-13 03",Mobile,700
"2016-06-13 03",Tablet,647
"2016-06-13 03",Unspecified,72
"2016-06-13 04",Computer,819
"2016-06-13 04",Mobile,789
"2016-06-13 04",Tablet,729
"2016-06-13 04",Unspecified,131
"2016-06-13 05","Big screen",11
"2016-06-13 05",Computer,1455
"2016-06-13 05",Mobile,1844
"2016-06-13 05",Tablet,1470
"2016-06-13 05",Unknown,1
"2016-06-13 05",Unspecified,192
"2016-06-13 06","Big screen",6
"2016-06-13 06",Computer,3546
"2016-06-13 06",Mobile,4762
"2016-06-13 06",Tablet,4597
"2016-06-13 06",Unknown,9
"2016-06-13 06",Unspecified,451
"2016-06-13 07","Big screen",15
"2016-06-13 07",Computer,7731
"2016-06-13 07",Mobile,7637
"2016-06-13 07",Tablet,7757
"2016-06-13 07",Unknown,5
"2016-06-13 07",Unspecified,633
"2016-06-13 08","Big screen",4
"2016-06-13 08",Computer,12565
"2016-06-13 08",Mobile,6339
"2016-06-13 08",Tablet,7029
"2016-06-13 08",Unknown,7
"2016-06-13 08",Unspecified,842
"2016-06-13 09",,13
"2016-06-13 09","Big screen",1
"2016-06-13 09",Computer,16544
"2016-06-13 09",Mobile,4896
"2016-06-13 09",Tablet,5012
"2016-06-13 09",Unknown,2
"2016-06-13 09",Unspecified,1021
"2016-06-13 10","Big screen",1
"2016-06-13 10",Computer,16037
"2016-06-13 10",Mobile,4796
"2016-06-13 10",Tablet,5136
"2016-06-13 10",Unknown,5
"2016-06-13 10",Unspecified,986
"2016-06-13 11",,2
"2016-06-13 11","Big screen",9
"2016-06-13 11",Computer,16529
"2016-06-13 11",Mobile,4690
"2016-06-13 11",Tablet,5753
"2016-06-13 11",Unknown,7
"2016-06-13 11",Unspecified,963
"2016-06-13 12",,2
"2016-06-13 12","Big screen",13
"2016-06-13 12",Computer,21775
"2016-06-13 12",Mobile,6195
"2016-06-13 12",Tablet,6898
"2016-06-13 12",Unknown,2
"2016-06-13 12",Unspecified,1014
"2016-06-13 13",,4
"2016-06-13 13","Big screen",4
"2016-06-13 13",Computer,21184
"2016-06-13 13",Mobile,6474
"2016-06-13 13",Tablet,7683
"2016-06-13 13",Unknown,6
"2016-06-13 13",Unspecified,879
"2016-06-13 14",,15
"2016-06-13 14","Big screen",10
"2016-06-13 14",Computer,18113
"2016-06-13 14",Mobile,6814
"2016-06-13 14",Tablet,8768
"2016-06-13 14",Unknown,3
"2016-06-13 14",Unspecified,947
"2016-06-13 15",,6
"2016-06-13 15","Big screen",19
"2016-06-13 15",Computer,19910
"2016-06-13 15",Mobile,8990
"2016-06-13 15",Tablet,11266
"2016-06-13 15",Unknown,3
"2016-06-13 15",Unspecified,1130
"2016-06-13 16",,6
"2016-06-13 16","Big screen",10
"2016-06-13 16",Computer,20479
"2016-06-13 16",Mobile,8711
"2016-06-13 16",Tablet,10257
"2016-06-13 16",Unknown,16
"2016-06-13 16",Unspecified,1282
"2016-06-13 17","Big screen",10
"2016-06-13 17",Computer,15571
"2016-06-13 17",Mobile,9914
"2016-06-13 17",Tablet,11091
"2016-06-13 17",Unknown,3
"2016-06-13 17",Unspecified,989
"2016-06-13 18","Big screen",13
"2016-06-13 18",Computer,12303
"2016-06-13 18",Mobile,11821
"2016-06-13 18",Tablet,13958
"2016-06-13 18",Unknown,3
"2016-06-13 18",Unspecified,1179
"2016-06-13 19","Big screen",10
"2016-06-13 19",Computer,13410
"2016-06-13 19",Mobile,9961
"2016-06-13 19",Tablet,11226
"2016-06-13 19",Unknown,5
"2016-06-13 19",Unspecified,1143
"2016-06-13 20","Big screen",10
"2016-06-13 20",Computer,12147
"2016-06-13 20",Mobile,11134
"2016-06-13 20",Tablet,13031
"2016-06-13 20",Unknown,5
"2016-06-13 20",Unspecified,1114
"2016-06-13 21","Big screen",15
"2016-06-13 21",Computer,10963
"2016-06-13 21",Mobile,11039
"2016-06-13 21",Tablet,13901
"2016-06-13 21",Unknown,2
"2016-06-13 21",Unspecified,1063
"2016-06-13 22","Big screen",35
"2016-06-13 22",Computer,11390
"2016-06-13 22",Mobile,8753
"2016-06-13 22",Tablet,9829
"2016-06-13 22",Unknown,10
"2016-06-13 22",Unspecified,896
"2016-06-13 23","Big screen",31
"2016-06-13 23",Computer,6004
"2016-06-13 23",Mobile,5215
"2016-06-13 23",Tablet,5123
"2016-06-13 23",Unknown,1
"2016-06-13 23",Unspecified,455
"2016-06-14 00","Big screen",2
"2016-06-14 00",Computer,2518
"2016-06-14 00",Mobile,2905
"2016-06-14 00",Tablet,2231
"2016-06-14 00",Unknown,11
"2016-06-14 00",Unspecified,1140
"2016-06-14 01","Big screen",20
"2016-06-14 01",Computer,1460
"2016-06-14 01",Mobile,1354
"2016-06-14 01",Tablet,1035
"2016-06-14 01",Unspecified,514
"2016-06-14 02","Big screen",15
"2016-06-14 02",Computer,731
"2016-06-14 02",Mobile,918
"2016-06-14 02",Tablet,680
"2016-06-14 02",Unspecified,366
"2016-06-14 03",Computer,499
"2016-06-14 03",Mobile,726
"2016-06-14 03",Tablet,458
"2016-06-14 03",Unspecified,223
"2016-06-14 04",Computer,581
"2016-06-14 04",Mobile,834
"2016-06-14 04",Tablet,626
"2016-06-14 04",Unspecified,266
"2016-06-14 05","Big screen",1
"2016-06-14 05",Computer,1375
"2016-06-14 05",Mobile,1693
"2016-06-14 05",Tablet,1511
"2016-06-14 05",Unknown,1
"2016-06-14 05",Unspecified,432
"2016-06-14 06","Big screen",26
"2016-06-14 06",Computer,3020
"2016-06-14 06",Mobile,4523
"2016-06-14 06",Tablet,4572
"2016-06-14 06",Unknown,3
"2016-06-14 06",Unspecified,1175
"2016-06-14 07","Big screen",21
"2016-06-14 07",Computer,6306
"2016-06-14 07",Mobile,7407
"2016-06-14 07",Tablet,7688
"2016-06-14 07",Unknown,10
"2016-06-14 07",Unspecified,2250
"2016-06-14 08",,4
"2016-06-14 08","Big screen",10
"2016-06-14 08",Computer,10275
"2016-06-14 08",Mobile,6101
"2016-06-14 08",Tablet,6496
"2016-06-14 08",Unknown,6
"2016-06-14 08",Unspecified,3052
"2016-06-14 09","Big screen",6
"2016-06-14 09",Computer,12883
"2016-06-14 09",Mobile,4860
"2016-06-14 09",Tablet,4676
"2016-06-14 09",Unknown,1
"2016-06-14 09",Unspecified,3380
"2016-06-14 10","Big screen",6
"2016-06-14 10",Computer,11835
"2016-06-14 10",Mobile,4615
"2016-06-14 10",Tablet,4089
"2016-06-14 10",UNKNOWN,2
"2016-06-14 10",Unspecified,3144
"2016-06-14 11",,4
"2016-06-14 11","Big screen",12
"2016-06-14 11",Computer,13633
"2016-06-14 11",Mobile,5145
"2016-06-14 11",Tablet,4656
"2016-06-14 11",Unknown,2
"2016-06-14 11",Unspecified,3279
"2016-06-14 12","Big screen",2
"2016-06-14 12",Computer,20032
"2016-06-14 12",Mobile,8542
"2016-06-14 12",Tablet,7524
"2016-06-14 12",Unknown,2
"2016-06-14 12",Unspecified,4668
"2016-06-14 13",,5
"2016-06-14 13","Big screen",14
"2016-06-14 13",Computer,16730
"2016-06-14 13",Mobile,6341
"2016-06-14 13",Tablet,5890
"2016-06-14 13",UNKNOWN,7
"2016-06-14 13",Unspecified,3878
"2016-06-14 14","Big screen",15
"2016-06-14 14",Computer,13198
"2016-06-14 14",Mobile,5522
"2016-06-14 14",Tablet,5178
"2016-06-14 14",Unknown,7
"2016-06-14 14",Unspecified,3305
"2016-06-14 15",,4
"2016-06-14 15","Big screen",3
"2016-06-14 15",Computer,13326
"2016-06-14 15",Mobile,6337
"2016-06-14 15",Tablet,6337
"2016-06-14 15",Unspecified,3735
"2016-06-14 16",,4
"2016-06-14 16","Big screen",5
"2016-06-14 16",Computer,14420
"2016-06-14 16",Mobile,7384
"2016-06-14 16",Tablet,7604
"2016-06-14 16",Unknown,4
"2016-06-14 16",Unspecified,4317
"2016-06-14 17","Big screen",11
"2016-06-14 17",Computer,11594
"2016-06-14 17",Mobile,9070
"2016-06-14 17",Tablet,9170
"2016-06-14 17",Unknown,3
"2016-06-14 17",Unspecified,4451
"2016-06-14 18","Big screen",20
"2016-06-14 18",Computer,9959
"2016-06-14 18",Mobile,10701
"2016-06-14 18",Tablet,12079
"2016-06-14 18",Unknown,3
"2016-06-14 18",Unspecified,4274
"2016-06-14 19","Big screen",12
"2016-06-14 19",Computer,10361
"2016-06-14 19",Mobile,9982
"2016-06-14 19",Tablet,11044
"2016-06-14 19",Unknown,11
"2016-06-14 19",Unspecified,4998
"2016-06-14 20","Big screen",20
"2016-06-14 20",Computer,9667
"2016-06-14 20",Mobile,11416
"2016-06-14 20",Tablet,12709
"2016-06-14 20",UNKNOWN,3
"2016-06-14 20",Unspecified,4338
"2016-06-14 21","Big screen",42
"2016-06-14 21",Computer,9711
"2016-06-14 21",Mobile,12385
"2016-06-14 21",Tablet,14671
"2016-06-14 21",Unknown,1
"2016-06-14 21",Unspecified,4818
"2016-06-14 22","Big screen",20
"2016-06-14 22",Computer,8445
"2016-06-14 22",Mobile,9374
"2016-06-14 22",Tablet,10043
"2016-06-14 22",Unknown,5
"2016-06-14 22",Unspecified,4359
"2016-06-14 23","Big screen",16
"2016-06-14 23",Computer,4859
"2016-06-14 23",Mobile,5256
"2016-06-14 23",Tablet,5475
"2016-06-14 23",Unknown,8
"2016-06-14 23",Unspecified,2240
"2016-06-15 00","Big screen",5
"2016-06-15 00",Computer,2604
"2016-06-15 00",Mobile,3092
"2016-06-15 00",Tablet,1834
"2016-06-15 00",Unknown,1
"2016-06-15 00",Unspecified,1113
"2016-06-15 01",,2
"2016-06-15 01","Big screen",3
"2016-06-15 01",Computer,1473
"2016-06-15 01",Mobile,1316
"2016-06-15 01",Tablet,750
"2016-06-15 01",Unspecified,477
"2016-06-15 02",,4
"2016-06-15 02",Computer,1418
"2016-06-15 02",Mobile,891
"2016-06-15 02",Tablet,460
"2016-06-15 02",Unspecified,381
"2016-06-15 03","Big screen",2
"2016-06-15 03",Computer,1433
"2016-06-15 03",Mobile,835
"2016-06-15 03",Tablet,391
"2016-06-15 03",Unspecified,281
"2016-06-15 04",Computer,1280
"2016-06-15 04",Mobile,1031
"2016-06-15 04",Tablet,608
"2016-06-15 04",Unspecified,241
"2016-06-15 05","Big screen",1
"2016-06-15 05",Computer,1452
"2016-06-15 05",Mobile,2324
"2016-06-15 05",Tablet,1205
"2016-06-15 05",Unknown,2
"2016-06-15 05",Unspecified,653
"2016-06-15 06","Big screen",17
"2016-06-15 06",Computer,3322
"2016-06-15 06",Mobile,4984
"2016-06-15 06",Tablet,3522
"2016-06-15 06",Unknown,5
"2016-06-15 06",Unspecified,1538
"2016-06-15 07","Big screen",15
"2016-06-15 07",Computer,7030
"2016-06-15 07",Mobile,8839
"2016-06-15 07",Tablet,6142
"2016-06-15 07",Unknown,5
"2016-06-15 07",Unspecified,2678
"2016-06-15 08",,9
"2016-06-15 08","Big screen",3
"2016-06-15 08",Computer,10889
"2016-06-15 08",Mobile,6680
"2016-06-15 08",Tablet,5111
"2016-06-15 08",Unknown,8
"2016-06-15 08",Unspecified,3209
"2016-06-15 09","Big screen",6
"2016-06-15 09",Computer,16666
"2016-06-15 09",Mobile,12220
"2016-06-15 09",Tablet,9283
"2016-06-15 09",Unspecified,5245
"2016-06-15 10","Big screen",12
"2016-06-15 10",Computer,13292
"2016-06-15 10",Mobile,8321
"2016-06-15 10",Tablet,5690
"2016-06-15 10",Unknown,3
"2016-06-15 10",Unspecified,4031
"2016-06-15 11",,6
"2016-06-15 11","Big screen",17
"2016-06-15 11",Computer,14437
"2016-06-15 11",Mobile,6890
"2016-06-15 11",Tablet,4926
"2016-06-15 11",Unspecified,3720
"2016-06-15 12",,3
"2016-06-15 12","Big screen",13
"2016-06-15 12",Computer,18202
"2016-06-15 12",Mobile,7673
"2016-06-15 12",Tablet,5407
"2016-06-15 12",Unknown,1
"2016-06-15 12",Unspecified,4354
"2016-06-15 13","Big screen",9
"2016-06-15 13",Computer,18583
"2016-06-15 13",Mobile,8041
"2016-06-15 13",Tablet,5458
"2016-06-15 13",Unknown,3
"2016-06-15 13",Unspecified,4348
"2016-06-15 14","Big screen",12
"2016-06-15 14",Computer,15557
"2016-06-15 14",Mobile,8992
"2016-06-15 14",Tablet,6405
"2016-06-15 14",Unknown,1
"2016-06-15 14",Unspecified,4183
"2016-06-15 15","Big screen",32
"2016-06-15 15",Computer,17517
"2016-06-15 15",Mobile,12492
"2016-06-15 15",Tablet,9239
"2016-06-15 15",Unknown,4
"2016-06-15 15",Unspecified,4955
"2016-06-15 16",,2
"2016-06-15 16","Big screen",18
"2016-06-15 16",Computer,17644
"2016-06-15 16",Mobile,11299
"2016-06-15 16",Tablet,7775
"2016-06-15 16",Unknown,11
"2016-06-15 16",Unspecified,5686
"2016-06-15 17","Big screen",10
"2016-06-15 17",Computer,13835
"2016-06-15 17",Mobile,13077
"2016-06-15 17",Tablet,9315
"2016-06-15 17",Unknown,4
"2016-06-15 17",Unspecified,5766
"2016-06-15 18","Big screen",11
"2016-06-15 18",Computer,11449
"2016-06-15 18",Mobile,15108
"2016-06-15 18",Tablet,11274
"2016-06-15 18",Unknown,10
"2016-06-15 18",Unspecified,5731
"2016-06-15 19","Big screen",11
"2016-06-15 19",Computer,11632
"2016-06-15 19",Mobile,13623
"2016-06-15 19",Tablet,10417
"2016-06-15 19",Unknown,11
"2016-06-15 19",Unspecified,5579
"2016-06-15 20",,1
"2016-06-15 20","Big screen",9
"2016-06-15 20",Computer,10877
"2016-06-15 20",Mobile,14294
"2016-06-15 20",Tablet,10876
"2016-06-15 20",Unknown,4
"2016-06-15 20",Unspecified,5521
"2016-06-15 21",,2
"2016-06-15 21","Big screen",29
"2016-06-15 21",Computer,11144
"2016-06-15 21",Mobile,16874
"2016-06-15 21",Tablet,13521
"2016-06-15 21",Unknown,3
"2016-06-15 21",Unspecified,5817
"2016-06-15 22","Big screen",33
"2016-06-15 22",Computer,10484
"2016-06-15 22",Mobile,12743
"2016-06-15 22",Tablet,9956
"2016-06-15 22",Unknown,1
"2016-06-15 22",Unspecified,5249
"2016-06-15 23","Big screen",1
"2016-06-15 23",Computer,5599
"2016-06-15 23",Mobile,6482
"2016-06-15 23",Tablet,4622
"2016-06-15 23",Unknown,2
"2016-06-15 23",Unspecified,2632
"2016-06-16 00","Big screen",6
"2016-06-16 00",Computer,2176
"2016-06-16 00",Mobile,4118
"2016-06-16 00",Tablet,2222
"2016-06-16 00",Unknown,2
"2016-06-16 00",Unspecified,365
"2016-06-16 01",,6
"2016-06-16 01",Computer,1200
"2016-06-16 01",Mobile,1876
"2016-06-16 01",Tablet,994
"2016-06-16 01",Unspecified,183
"2016-06-16 02",,1
"2016-06-16 02",Computer,853
"2016-06-16 02",Mobile,1318
"2016-06-16 02",Tablet,574
"2016-06-16 02",Unknown,1
"2016-06-16 02",Unspecified,98
"2016-06-16 03",Computer,615
"2016-06-16 03",Mobile,1056
"2016-06-16 03",Tablet,485
"2016-06-16 03",Unspecified,122
"2016-06-16 04","Big screen",1
"2016-06-16 04",Computer,685
"2016-06-16 04",Mobile,1215
"2016-06-16 04",Tablet,583
"2016-06-16 04",Unspecified,130
"2016-06-16 05","Big screen",2
"2016-06-16 05",Computer,1193
"2016-06-16 05",Mobile,2406
"2016-06-16 05",Tablet,1440
"2016-06-16 05",Unknown,1
"2016-06-16 05",Unspecified,222
"2016-06-16 06","Big screen",6
"2016-06-16 06",Computer,2771
"2016-06-16 06",Mobile,6335
"2016-06-16 06",Tablet,4018
"2016-06-16 06",Unspecified,658
"2016-06-16 07","Big screen",10
"2016-06-16 07",Computer,5727
"2016-06-16 07",Mobile,10303
"2016-06-16 07",Tablet,6180
"2016-06-16 07",Unspecified,975
"2016-06-16 08","Big screen",1
"2016-06-16 08",Computer,8568
"2016-06-16 08",Mobile,10192
"2016-06-16 08",Tablet,5122
"2016-06-16 08",Unspecified,885
"2016-06-16 09",,8
"2016-06-16 09","Big screen",1
"2016-06-16 09",Computer,10030
"2016-06-16 09",Mobile,9053
"2016-06-16 09",Tablet,3763
"2016-06-16 09",Unspecified,734
"2016-06-16 10",Computer,9197
"2016-06-16 10",Mobile,9389
"2016-06-16 10",Tablet,3743
"2016-06-16 10",Unknown,1
"2016-06-16 10",Unspecified,814
"2016-06-16 11","Big screen",4
"2016-06-16 11",Computer,9582
"2016-06-16 11",Mobile,9472
"2016-06-16 11",Tablet,3498
"2016-06-16 11",Unspecified,895
"2016-06-16 12",,2
"2016-06-16 12",Computer,12585
"2016-06-16 12",Mobile,12415
"2016-06-16 12",Tablet,5000
"2016-06-16 12",Unknown,1
"2016-06-16 12",Unspecified,1016
"2016-06-16 13",Computer,12790
"2016-06-16 13",Mobile,16152
"2016-06-16 13",Tablet,8213
"2016-06-16 13",Unspecified,1333
"2016-06-16 14","Big screen",8
"2016-06-16 14",Computer,11900
"2016-06-16 14",Mobile,17869
"2016-06-16 14",Tablet,11263
"2016-06-16 14",Unspecified,1831
"2016-06-16 15",,2
"2016-06-16 15","Big screen",3
"2016-06-16 15",Computer,13718
"2016-06-16 15",Mobile,24167
"2016-06-16 15",Tablet,17741
"2016-06-16 15",Unknown,2
"2016-06-16 15",Unspecified,2828
"2016-06-16 16",,1
"2016-06-16 16","Big screen",14
"2016-06-16 16",Computer,16195
"2016-06-16 16",Mobile,21415
"2016-06-16 16",Tablet,11518
"2016-06-16 16",Unknown,13
"2016-06-16 16",Unspecified,2027
"2016-06-16 17",,11
"2016-06-16 17","Big screen",12
"2016-06-16 17",Computer,13787
"2016-06-16 17",Mobile,19478
"2016-06-16 17",Tablet,10198
"2016-06-16 17",Unknown,8
"2016-06-16 17",Unspecified,1990
"2016-06-16 18",,1
"2016-06-16 18","Big screen",6
"2016-06-16 18",Computer,10770
"2016-06-16 18",Mobile,20146
"2016-06-16 18",Tablet,13723
"2016-06-16 18",Unknown,2
"2016-06-16 18",Unspecified,2167
"2016-06-16 19","Big screen",17
"2016-06-16 19",Computer,10599
"2016-06-16 19",Mobile,18347
"2016-06-16 19",Tablet,11462
"2016-06-16 19",Unknown,3
"2016-06-16 19",Unspecified,1802
"2016-06-16 20","Big screen",1
"2016-06-16 20",Computer,9623
"2016-06-16 20",Mobile,18169
"2016-06-16 20",Tablet,12407
"2016-06-16 20",Unknown,5
"2016-06-16 20",Unspecified,2099
"2016-06-16 21","Big screen",16
"2016-06-16 21",Computer,9832
"2016-06-16 21",Mobile,19488
"2016-06-16 21",Tablet,14079
"2016-06-16 21",Unknown,5
"2016-06-16 21",Unspecified,2229
"2016-06-16 22","Big screen",5
"2016-06-16 22",Computer,8018
"2016-06-16 22",Mobile,14744
"2016-06-16 22",Tablet,9521
"2016-06-16 22",Unknown,7
"2016-06-16 22",Unspecified,1571
"2016-06-16 23","Big screen",1
"2016-06-16 23",Computer,4649
"2016-06-16 23",Mobile,7748
"2016-06-16 23",Tablet,4717
"2016-06-16 23",Unknown,1
"2016-06-16 23",Unspecified,834
"2016-06-17 00","Big screen",7
"2016-06-17 00",Computer,2137
"2016-06-17 00",Mobile,3378
"2016-06-17 00",Tablet,2948
"2016-06-17 00",Unknown,6
"2016-06-17 00",Unspecified,1231
"2016-06-17 01",Computer,1129
"2016-06-17 01",Mobile,1572
"2016-06-17 01",Tablet,1486
"2016-06-17 01",Unspecified,542
"2016-06-17 02","Big screen",1
"2016-06-17 02",Computer,831
"2016-06-17 02",Mobile,1039
"2016-06-17 02",Tablet,816
"2016-06-17 02",Unknown,1
"2016-06-17 02",Unspecified,288
"2016-06-17 03",Computer,596
"2016-06-17 03",Mobile,975
"2016-06-17 03",Tablet,596
"2016-06-17 03",Unspecified,272
"2016-06-17 04",Computer,535
"2016-06-17 04",Mobile,936
"2016-06-17 04",Tablet,707
"2016-06-17 04",Unspecified,229
"2016-06-17 05","Big screen",13
"2016-06-17 05",Computer,1285
"2016-06-17 05",Mobile,1897
"2016-06-17 05",Tablet,1998
"2016-06-17 05",Unknown,2
"2016-06-17 05",Unspecified,452
"2016-06-17 06","Big screen",12
"2016-06-17 06",Computer,2944
"2016-06-17 06",Mobile,5158
"2016-06-17 06",Tablet,5323
"2016-06-17 06",Unknown,6
"2016-06-17 06",Unspecified,1102
"2016-06-17 07","Big screen",17
"2016-06-17 07",Computer,5924
"2016-06-17 07",Mobile,9342
"2016-06-17 07",Tablet,8952
"2016-06-17 07",Unknown,14
"2016-06-17 07",Unspecified,2220
"2016-06-17 08",,18
"2016-06-17 08","Big screen",15
"2016-06-17 08",Computer,9020
"2016-06-17 08",Mobile,8765
"2016-06-17 08",Tablet,7552
"2016-06-17 08",Unknown,13
"2016-06-17 08",Unspecified,2691
"2016-06-17 09",,4
"2016-06-17 09","Big screen",3
"2016-06-17 09",Computer,10360
"2016-06-17 09",Mobile,8642
"2016-06-17 09",Tablet,5643
"2016-06-17 09",Unknown,30
"2016-06-17 09",Unspecified,3099
"2016-06-17 10",,4
"2016-06-17 10","Big screen",10
"2016-06-17 10",Computer,9475
"2016-06-17 10",Mobile,8000
"2016-06-17 10",Tablet,5303
"2016-06-17 10",Unknown,9
"2016-06-17 10",Unspecified,2921
"2016-06-17 11","Big screen",6
"2016-06-17 11",Computer,9690
"2016-06-17 11",Mobile,8022
"2016-06-17 11",Tablet,5442
"2016-06-17 11",Unknown,21
"2016-06-17 11",Unspecified,3049
"2016-06-17 12","Big screen",2
"2016-06-17 12",Computer,11916
"2016-06-17 12",Mobile,9691
"2016-06-17 12",Tablet,5997
"2016-06-17 12",Unknown,17
"2016-06-17 12",Unspecified,3287
"2016-06-17 13",,6
"2016-06-17 13","Big screen",2
"2016-06-17 13",Computer,11417
"2016-06-17 13",Mobile,10201
"2016-06-17 13",Tablet,6830
"2016-06-17 13",Unknown,29
"2016-06-17 13",Unspecified,3448
"2016-06-17 14",,4
"2016-06-17 14","Big screen",9
"2016-06-17 14",Computer,10388
"2016-06-17 14",Mobile,10367
"2016-06-17 14",Tablet,8148
"2016-06-17 14",Unknown,38
"2016-06-17 14",Unspecified,3093
"2016-06-17 15","Big screen",20
"2016-06-17 15",Computer,11727
"2016-06-17 15",Mobile,13771
"2016-06-17 15",Tablet,11803
"2016-06-17 15",Unknown,23
"2016-06-17 15",Unspecified,3456
"2016-06-17 16","Big screen",15
"2016-06-17 16",Computer,12258
"2016-06-17 16",Mobile,13093
"2016-06-17 16",Tablet,10753
"2016-06-17 16",Unknown,26
"2016-06-17 16",Unspecified,4191
"2016-06-17 17","Big screen",10
"2016-06-17 17",Computer,9205
"2016-06-17 17",Mobile,12013
"2016-06-17 17",Tablet,11470
"2016-06-17 17",Unknown,4
"2016-06-17 17",Unspecified,3539
"2016-06-17 18","Big screen",39
"2016-06-17 18",Computer,7733
"2016-06-17 18",Mobile,12730
"2016-06-17 18",Tablet,13955
"2016-06-17 18",Unknown,9
"2016-06-17 18",Unspecified,3188
"2016-06-17 19","Big screen",12
"2016-06-17 19",Computer,8448
"2016-06-17 19",Mobile,13126
"2016-06-17 19",Tablet,13679
"2016-06-17 19",Unknown,2
"2016-06-17 19",Unspecified,3955
"2016-06-17 20","Big screen",13
"2016-06-17 20",Computer,8214
"2016-06-17 20",Mobile,15505
"2016-06-17 20",Tablet,16019
"2016-06-17 20",Unknown,4
"2016-06-17 20",Unspecified,3233
"2016-06-17 21","Big screen",12
"2016-06-17 21",Computer,8135
"2016-06-17 21",Mobile,16282
"2016-06-17 21",Tablet,17992
"2016-06-17 21",Unknown,11
"2016-06-17 21",Unspecified,3614
"2016-06-17 22","Big screen",34
"2016-06-17 22",Computer,7075
"2016-06-17 22",Mobile,11161
"2016-06-17 22",Tablet,11913
"2016-06-17 22",Unknown,13
"2016-06-17 22",Unspecified,3052
"2016-06-17 23","Big screen",17
"2016-06-17 23",Computer,5066
"2016-06-17 23",Mobile,7286
"2016-06-17 23",Tablet,7440
"2016-06-17 23",Unknown,7
"2016-06-17 23",Unspecified,2017
"2016-06-18 00","Big screen",13
"2016-06-18 00",Computer,2909
"2016-06-18 00",Mobile,3713
"2016-06-18 00",Tablet,3599
"2016-06-18 00",Unknown,2
"2016-06-18 00",Unspecified,1996
"2016-06-18 01",Computer,1690
"2016-06-18 01",Mobile,1939
"2016-06-18 01",Tablet,1623
"2016-06-18 01",Unspecified,1125
"2016-06-18 02",Computer,952
"2016-06-18 02",Mobile,1329
"2016-06-18 02",Tablet,964
"2016-06-18 02",Unknown,4
"2016-06-18 02",Unspecified,628
"2016-06-18 03",Computer,589
"2016-06-18 03",Mobile,904
"2016-06-18 03",Tablet,758
"2016-06-18 03",Unspecified,457
"2016-06-18 04","Big screen",8
"2016-06-18 04",Computer,554
"2016-06-18 04",Mobile,848
"2016-06-18 04",Tablet,737
"2016-06-18 04",Unknown,1
"2016-06-18 04",Unspecified,353
"2016-06-18 05",Computer,1129
"2016-06-18 05",Mobile,1632
"2016-06-18 05",Tablet,1437
"2016-06-18 05",Unknown,1
"2016-06-18 05",Unspecified,491
"2016-06-18 06","Big screen",10
"2016-06-18 06",Computer,2229
"2016-06-18 06",Mobile,3479
"2016-06-18 06",Tablet,3412
"2016-06-18 06",Unknown,4
"2016-06-18 06",Unspecified,1319
"2016-06-18 07","Big screen",36
"2016-06-18 07",Computer,4305
"2016-06-18 07",Mobile,6107
"2016-06-18 07",Tablet,7627
"2016-06-18 07",Unknown,2
"2016-06-18 07",Unspecified,2458
"2016-06-18 08","Big screen",16
"2016-06-18 08",Computer,6265
"2016-06-18 08",Mobile,8345
"2016-06-18 08",Tablet,9604
"2016-06-18 08",Unknown,5
"2016-06-18 08",Unspecified,4135
"2016-06-18 09","Big screen",19
"2016-06-18 09",Computer,7471
"2016-06-18 09",Mobile,7972
"2016-06-18 09",Tablet,9409
"2016-06-18 09",Unknown,3
"2016-06-18 09",Unspecified,4439
"2016-06-18 10","Big screen",19
"2016-06-18 10",Computer,7773
"2016-06-18 10",Mobile,8118
"2016-06-18 10",Tablet,9683
"2016-06-18 10",Unknown,3
"2016-06-18 10",Unspecified,4469
"2016-06-18 11","Big screen",24
"2016-06-18 11",Computer,7490
"2016-06-18 11",Mobile,8403
"2016-06-18 11",Tablet,10566
"2016-06-18 11",Unknown,7
"2016-06-18 11",Unspecified,4699
"2016-06-18 12","Big screen",14
"2016-06-18 12",Computer,7561
"2016-06-18 12",Mobile,10021
"2016-06-18 12",Tablet,12091
"2016-06-18 12",Unspecified,5151
"2016-06-18 13","Big screen",34
"2016-06-18 13",Computer,7710
"2016-06-18 13",Mobile,10137
"2016-06-18 13",Tablet,11807
"2016-06-18 13",Unknown,2
"2016-06-18 13",Unspecified,5110
"2016-06-18 14","Big screen",14
"2016-06-18 14",Computer,6760
"2016-06-18 14",Mobile,10567
"2016-06-18 14",Tablet,12440
"2016-06-18 14",Unknown,5
"2016-06-18 14",Unspecified,4492
"2016-06-18 15","Big screen",25
"2016-06-18 15",Computer,8231
"2016-06-18 15",Mobile,14089
"2016-06-18 15",Tablet,17026
"2016-06-18 15",Unspecified,5921
"2016-06-18 16","Big screen",31
"2016-06-18 16",Computer,9154
"2016-06-18 16",Mobile,11192
"2016-06-18 16",Tablet,12898
"2016-06-18 16",Unknown,8
