Hour,platform,frequency
"2016-06-25 08",Mobile,6626
"2016-06-25 08",Tablet,8545
"2016-06-25 08",Unspecified,2515
"2016-06-25 09","Big screen",34
"2016-06-25 09",Computer,8471
"2016-06-25 09",Mobile,7391
"2016-06-25 09",Tablet,8633
"2016-06-25 09",Unknown,4
"2016-06-25 09",Unspecified,2929
"2016-06-25 10","Big screen",3
"2016-06-25 10",Computer,8613
"2016-06-25 10",Mobile,7105
"2016-06-25 10",Tablet,8222
"2016-06-25 10",Unknown,1
"2016-06-25 10",Unspecified,3186
"2016-06-25 11","Big screen",9
"2016-06-25 11",Computer,8906
"2016-06-25 11",Mobile,7490
"2016-06-25 11",Tablet,9209
"2016-06-25 11",Unknown,6
"2016-06-25 11",Unspecified,3322
"2016-06-25 12","Big screen",34
"2016-06-25 12",Computer,9896
"2016-06-25 12",Mobile,9175
"2016-06-25 12",Tablet,11631
"2016-06-25 12",Unknown,1
"2016-06-25 12",Unspecified,3796
"2016-06-25 13","Big screen",19
"2016-06-25 13",Computer,10848
"2016-06-25 13",Mobile,9799
"2016-06-25 13",Tablet,12374
"2016-06-25 13",Unknown,2
"2016-06-25 13",Unspecified,3939
"2016-06-25 14","Big screen",19
"2016-06-25 14",Computer,8974
"2016-06-25 14",Mobile,9090
"2016-06-25 14",Tablet,10942
"2016-06-25 14",Unspecified,3422
"2016-06-25 15","Big screen",21
"2016-06-25 15",Computer,9136
"2016-06-25 15",Mobile,10893
"2016-06-25 15",Tablet,12778
"2016-06-25 15",Unknown,1
"2016-06-25 15",Unspecified,3602
"2016-06-25 16","Big screen",21
"2016-06-25 16",Computer,10389
"2016-06-25 16",Mobile,12755
"2016-06-25 16",Tablet,16320
"2016-06-25 16",Unknown,9
"2016-06-25 16",Unspecified,4234
"2016-06-25 17","Big screen",44
"2016-06-25 17",Computer,10019
"2016-06-25 17",Mobile,13099
"2016-06-25 17",Tablet,14801
"2016-06-25 17",Unknown,15
"2016-06-25 17",Unspecified,3884
"2016-06-25 18","Big screen",51
"2016-06-25 18",Computer,9703
"2016-06-25 18",Mobile,13677
"2016-06-25 18",Tablet,16276
"2016-06-25 18",Unknown,7
"2016-06-25 18",Unspecified,3668
"2016-06-25 19","Big screen",24
"2016-06-25 19",Computer,9888
"2016-06-25 19",Mobile,10388
"2016-06-25 19",Tablet,12238
"2016-06-25 19",Unknown,9
"2016-06-25 19",Unspecified,4093
"2016-06-25 20","Big screen",12
"2016-06-25 20",Computer,8938
"2016-06-25 20",Mobile,11313
"2016-06-25 20",Tablet,13484
"2016-06-25 20",Unknown,5
"2016-06-25 20",Unspecified,3655
"2016-06-25 21","Big screen",28
"2016-06-25 21",Computer,8941
"2016-06-25 21",Mobile,12232
"2016-06-25 21",Tablet,14855
"2016-06-25 21",Unknown,12
"2016-06-25 21",Unspecified,3588
"2016-06-25 22","Big screen",40
"2016-06-25 22",Computer,9531
"2016-06-25 22",Mobile,14659
"2016-06-25 22",Tablet,18259
"2016-06-25 22",Unknown,3
"2016-06-25 22",Unspecified,3803
"2016-06-25 23","Big screen",49
"2016-06-25 23",Computer,6860
"2016-06-25 23",Mobile,9683
"2016-06-25 23",Tablet,11986
"2016-06-25 23",Unknown,13
"2016-06-25 23",Unspecified,2835
"2016-06-26 00",,1
"2016-06-26 00","Big screen",26
"2016-06-26 00",Computer,4570
"2016-06-26 00",Mobile,6092
"2016-06-26 00",Tablet,5985
"2016-06-26 00",Unknown,9
"2016-06-26 00",Unspecified,2157
"2016-06-26 01",,9
"2016-06-26 01","Big screen",2
"2016-06-26 01",Computer,2256
"2016-06-26 01",Mobile,2929
"2016-06-26 01",Tablet,2362
"2016-06-26 01",Unknown,3
"2016-06-26 01",Unspecified,1084
"2016-06-26 02",,1
"2016-06-26 02",Computer,1227
"2016-06-26 02",Mobile,1395
"2016-06-26 02",Tablet,1322
"2016-06-26 02",Unknown,1
"2016-06-26 02",Unspecified,611
"2016-06-26 03",,1
"2016-06-26 03","Big screen",2
"2016-06-26 03",Computer,849
"2016-06-26 03",Mobile,1057
"2016-06-26 03",Tablet,892
"2016-06-26 03",Unspecified,372
"2016-06-26 04",,3
"2016-06-26 04","Big screen",1
"2016-06-26 04",Computer,667
"2016-06-26 04",Mobile,769
"2016-06-26 04",Tablet,857
"2016-06-26 04",Unknown,1
"2016-06-26 04",Unspecified,434
"2016-06-26 05","Big screen",5
"2016-06-26 05",Computer,991
"2016-06-26 05",Mobile,1130
"2016-06-26 05",Tablet,1349
"2016-06-26 05",Unspecified,509
"2016-06-26 06","Big screen",8
"2016-06-26 06",Computer,2203
"2016-06-26 06",Mobile,2664
"2016-06-26 06",Tablet,2695
"2016-06-26 06",Unspecified,1043
"2016-06-26 07","Big screen",15
"2016-06-26 07",Computer,4301
"2016-06-26 07",Mobile,5058
"2016-06-26 07",Tablet,6222
"2016-06-26 07",Unknown,3
"2016-06-26 07",Unspecified,2111
"2016-06-26 08","Big screen",18
"2016-06-26 08",Computer,7061
"2016-06-26 08",Mobile,7461
"2016-06-26 08",Tablet,8665
"2016-06-26 08",Unknown,3
"2016-06-26 08",Unspecified,3581
"2016-06-26 09","Big screen",14
"2016-06-26 09",Computer,7905
"2016-06-26 09",Mobile,7437
"2016-06-26 09",Tablet,9018
"2016-06-26 09",Unknown,6
"2016-06-26 09",Unspecified,4076
"2016-06-26 10","Big screen",6
"2016-06-26 10",Computer,8594
"2016-06-26 10",Glastonbury,1
"2016-06-26 10",Mobile,6969
"2016-06-26 10",Tablet,8485
"2016-06-26 10",Unspecified,4218
"2016-06-26 11","Big screen",22
"2016-06-26 11",Computer,8305
"2016-06-26 11",Mobile,6454
"2016-06-26 11",Tablet,7951
"2016-06-26 11",Unknown,6
"2016-06-26 11",Unspecified,4154
"2016-06-26 12","Big screen",28
"2016-06-26 12",Computer,8488
"2016-06-26 12",Mobile,6856
"2016-06-26 12",Tablet,8354
"2016-06-26 12",Unknown,3
"2016-06-26 12",Unspecified,4267
"2016-06-26 13","Big screen",6
"2016-06-26 13",Computer,8953
"2016-06-26 13",Mobile,7772
"2016-06-26 13",Tablet,9531
"2016-06-26 13",Unspecified,4526
"2016-06-26 14","Big screen",27
"2016-06-26 14",Computer,9366
"2016-06-26 14",Mobile,12274
"2016-06-26 14",Tablet,16181
"2016-06-26 14",Unknown,4
"2016-06-26 14",Unspecified,4622
"2016-06-26 15","Big screen",37
"2016-06-26 15",Computer,10345
"2016-06-26 15",Mobile,14872
"2016-06-26 15",Tablet,19628
"2016-06-26 15",Unspecified,5392
"2016-06-26 16","Big screen",31
"2016-06-26 16",Computer,11875
"2016-06-26 16",Mobile,12017
"2016-06-26 16",Tablet,14224
"2016-06-26 16",Unknown,2
"2016-06-26 16",Unspecified,6504
"2016-06-26 17","Big screen",25
"2016-06-26 17",Computer,12115
"2016-06-26 17",Mobile,12578
"2016-06-26 17",Tablet,16100
"2016-06-26 17",Unknown,5
"2016-06-26 17",Unspecified,6632
"2016-06-26 18","Big screen",22
"2016-06-26 18",Computer,11281
"2016-06-26 18",Mobile,12352
"2016-06-26 18",Tablet,15842
"2016-06-26 18",Unknown,5
"2016-06-26 18",Unspecified,5981
"2016-06-26 19","Big screen",27
"2016-06-26 19",Computer,11705
"2016-06-26 19",Mobile,10067
"2016-06-26 19",Tablet,13224
"2016-06-26 19",Unknown,5
"2016-06-26 19",Unspecified,6304
"2016-06-26 20","Big screen",24
"2016-06-26 20",Computer,10870
"2016-06-26 20",Mobile,10984
"2016-06-26 20",Tablet,14761
"2016-06-26 20",Unknown,4
"2016-06-26 20",Unspecified,5650
"2016-06-26 21","Big screen",37
"2016-06-26 21",Computer,10833
"2016-06-26 21",Mobile,12704
"2016-06-26 21",Tablet,16873
"2016-06-26 21",Unknown,3
"2016-06-26 21",Unspecified,5637
"2016-06-26 22","Big screen",13
"2016-06-26 22",Computer,8769
"2016-06-26 22",Mobile,8683
"2016-06-26 22",Tablet,10714
"2016-06-26 22",Unknown,5
"2016-06-26 22",Unspecified,4772
"2016-06-26 23","Big screen",14
"2016-06-26 23",Computer,5814
"2016-06-26 23",Mobile,4994
"2016-06-26 23",Tablet,5900
"2016-06-26 23",Unknown,6
"2016-06-26 23",Unspecified,3029
"2016-06-27 00","Big screen",1
"2016-06-27 00",Computer,2867
"2016-06-27 00",Mobile,2941
"2016-06-27 00",Tablet,2865
"2016-06-27 00",Unknown,3
"2016-06-27 00",Unspecified,1450
"2016-06-27 01",,13
"2016-06-27 01",Computer,1460
"2016-06-27 01",Mobile,1352
"2016-06-27 01",Tablet,1304
"2016-06-27 01",Unspecified,853
"2016-06-27 02",,1
"2016-06-27 02",Computer,828
"2016-06-27 02",Mobile,867
"2016-06-27 02",Tablet,1027
"2016-06-27 02",Unspecified,456
"2016-06-27 03",Computer,722
"2016-06-27 03",Mobile,777
"2016-06-27 03",Tablet,684
"2016-06-27 03",Unspecified,348
"2016-06-27 04",Computer,861
"2016-06-27 04",Mobile,841
"2016-06-27 04",Tablet,797
"2016-06-27 04",Unknown,2
"2016-06-27 04",Unspecified,360
"2016-06-27 05","Big screen",4
"2016-06-27 05",Computer,1535
"2016-06-27 05",Mobile,1634
"2016-06-27 05",Tablet,1819
"2016-06-27 05",Unknown,3
"2016-06-27 05",Unspecified,741
"2016-06-27 06","Big screen",21
"2016-06-27 06",Computer,3528
"2016-06-27 06",Mobile,5305
"2016-06-27 06",Tablet,6013
"2016-06-27 06",Unknown,5
"2016-06-27 06",Unspecified,2269
"2016-06-27 07","Big screen",30
"2016-06-27 07",Computer,7738
"2016-06-27 07",Mobile,7683
"2016-06-27 07",Tablet,9456
"2016-06-27 07",Unknown,2
"2016-06-27 07",Unspecified,3718
"2016-06-27 08","Big screen",10
"2016-06-27 08",Computer,12799
"2016-06-27 08",Mobile,6361
"2016-06-27 08",Tablet,7480
"2016-06-27 08",Unknown,3
"2016-06-27 08",Unspecified,4280
"2016-06-27 09",,1
"2016-06-27 09","Big screen",12
"2016-06-27 09",Computer,15735
"2016-06-27 09",Mobile,4968
"2016-06-27 09",Tablet,5275
"2016-06-27 09",Unknown,4
"2016-06-27 09",Unspecified,3836
"2016-06-27 10",,4
"2016-06-27 10","Big screen",16
"2016-06-27 10",Computer,15629
"2016-06-27 10",Mobile,5150
"2016-06-27 10",Tablet,5155
"2016-06-27 10",Unknown,6
"2016-06-27 10",Unspecified,4015
"2016-06-27 11",,2
"2016-06-27 11","Big screen",10
"2016-06-27 11",Computer,16527
"2016-06-27 11",Mobile,5137
"2016-06-27 11",Tablet,5729
"2016-06-27 11",Unknown,2
"2016-06-27 11",Unspecified,4706
"2016-06-27 12",,2
"2016-06-27 12","Big screen",4
"2016-06-27 12",Computer,21082
"2016-06-27 12",Mobile,6032
"2016-06-27 12",Tablet,6627
"2016-06-27 12",Unknown,6
"2016-06-27 12",Unspecified,5204
"2016-06-27 13",,9
"2016-06-27 13","Big screen",24
"2016-06-27 13",Computer,20374
"2016-06-27 13",Mobile,5940
"2016-06-27 13",Tablet,6633
"2016-06-27 13",Unknown,6
"2016-06-27 13",Unspecified,5272
"2016-06-27 14","Big screen",11
"2016-06-27 14",Computer,16241
"2016-06-27 14",Mobile,5566
"2016-06-27 14",Tablet,6261
"2016-06-27 14",Unknown,2
"2016-06-27 14",Unspecified,4509
"2016-06-27 15",,2
"2016-06-27 15","Big screen",12
"2016-06-27 15",Computer,16882
"2016-06-27 15",Mobile,6151
"2016-06-27 15",Tablet,7319
"2016-06-27 15",Unknown,2
"2016-06-27 15",Unspecified,4967
"2016-06-27 16","Big screen",19
"2016-06-27 16",Computer,18023
"2016-06-27 16",Mobile,7187
"2016-06-27 16",Tablet,9374
"2016-06-27 16",Unspecified,5733
"2016-06-27 17","Big screen",15
"2016-06-27 17",Computer,14532
"2016-06-27 17",Mobile,9328
"2016-06-27 17",Tablet,13752
"2016-06-27 17",Unknown,1
"2016-06-27 17",Unspecified,6345
"2016-06-27 18","Big screen",36
"2016-06-27 18",Computer,11044
"2016-06-27 18",Mobile,11679
"2016-06-27 18",Tablet,17810
"2016-06-27 18",Unknown,3
"2016-06-27 18",Unspecified,6919
"2016-06-27 19","Big screen",33
"2016-06-27 19",Computer,11373
"2016-06-27 19",Mobile,11030
"2016-06-27 19",Tablet,15306
"2016-06-27 19",Unknown,4
"2016-06-27 19",Unspecified,6513
"2016-06-27 20","Big screen",15
"2016-06-27 20",Computer,10175
"2016-06-27 20",Mobile,12314
"2016-06-27 20",Tablet,19462
"2016-06-27 20",Unknown,3
"2016-06-27 20",Unspecified,6971
"2016-06-27 21","Big screen",34
"2016-06-27 21",Computer,10007
"2016-06-27 21",Mobile,12022
"2016-06-27 21",Tablet,20924
"2016-06-27 21",Unknown,1
"2016-06-27 21",Unspecified,7273
"2016-06-27 22","Big screen",32
"2016-06-27 22",Computer,12340
"2016-06-27 22",Mobile,13373
"2016-06-27 22",Tablet,18744
"2016-06-27 22",Unknown,13
"2016-06-27 22",Unspecified,7696
"2016-06-27 23","Big screen",14
"2016-06-27 23",Computer,6805
"2016-06-27 23",Mobile,6214
"2016-06-27 23",Tablet,7841
"2016-06-27 23",Unknown,9
"2016-06-27 23",Unspecified,3831
"2016-06-28 00","Big screen",26
"2016-06-28 00",Computer,3491
"2016-06-28 00",Mobile,3623
"2016-06-28 00",Tablet,4671
"2016-06-28 00",Unknown,6
"2016-06-28 00",Unspecified,551
"2016-06-28 01",Computer,1776
"2016-06-28 01",Mobile,1747
"2016-06-28 01",Tablet,2009
"2016-06-28 01",Unspecified,272
"2016-06-28 02","Big screen",5
"2016-06-28 02",Computer,1178
"2016-06-28 02",Mobile,919
"2016-06-28 02",Tablet,1142
"2016-06-28 02",Unknown,2
"2016-06-28 02",Unspecified,170
"2016-06-28 03","Big screen",8
"2016-06-28 03",Computer,765
"2016-06-28 03",Mobile,879
"2016-06-28 03",Tablet,916
"2016-06-28 03",Unspecified,91
"2016-06-28 04",Computer,944
"2016-06-28 04",Mobile,964
"2016-06-28 04",Tablet,1105
"2016-06-28 04",Unspecified,173
"2016-06-28 05","Big screen",5
"2016-06-28 05",Computer,1714
"2016-06-28 05",Mobile,2437
"2016-06-28 05",Tablet,2979
"2016-06-28 05",Unknown,5
"2016-06-28 05",Unspecified,343
"2016-06-28 06","Big screen",12
"2016-06-28 06",Computer,3938
"2016-06-28 06",Mobile,5646
"2016-06-28 06",Tablet,7220
"2016-06-28 06",Unknown,11
"2016-06-28 06",Unspecified,892
"2016-06-28 07",,6
"2016-06-28 07","Big screen",25
"2016-06-28 07",Computer,7218
"2016-06-28 07",Mobile,8302
"2016-06-28 07",Tablet,10547
"2016-06-28 07",Unknown,6
"2016-06-28 07",Unspecified,1234
"2016-06-28 08",,4
"2016-06-28 08",Computer,11970
"2016-06-28 08",Mobile,5795
"2016-06-28 08",Tablet,10048
"2016-06-28 08",Unknown,2
"2016-06-28 08",Unspecified,1010
"2016-06-28 09",,10
"2016-06-28 09","Big screen",14
"2016-06-28 09",Computer,15179
"2016-06-28 09",Mobile,5037
"2016-06-28 09",Tablet,8462
"2016-06-28 09",UNKNOWN,3
"2016-06-28 09",Unspecified,897
"2016-06-28 10",,2
"2016-06-28 10","Big screen",2
"2016-06-28 10",Computer,14096
"2016-06-28 10",Mobile,4558
"2016-06-28 10",Tablet,8003
"2016-06-28 10",Unknown,3
"2016-06-28 10",Unspecified,904
"2016-06-28 11",,5
"2016-06-28 11","Big screen",5
"2016-06-28 11",Computer,14067
"2016-06-28 11",Mobile,4473
"2016-06-28 11",Tablet,8019
"2016-06-28 11",Unknown,3
"2016-06-28 11",Unspecified,868
"2016-06-28 12",,8
"2016-06-28 12","Big screen",6
"2016-06-28 12",Computer,18800
"2016-06-28 12",Mobile,5898
"2016-06-28 12",Tablet,9902
"2016-06-28 12",UNKNOWN,16
"2016-06-28 12",Unspecified,1036
"2016-06-28 13",,10
"2016-06-28 13","Big screen",4
"2016-06-28 13",Computer,18522
"2016-06-28 13",Mobile,6290
"2016-06-28 13",Tablet,10108
"2016-06-28 13",Unknown,9
"2016-06-28 13",Unspecified,1228
"2016-06-28 14",,4
"2016-06-28 14","Big screen",19
"2016-06-28 14",Computer,15204
"2016-06-28 14",Mobile,5344
"2016-06-28 14",Tablet,8983
"2016-06-28 14",Unknown,2
"2016-06-28 14",Unspecified,1003
"2016-06-28 15","Big screen",16
"2016-06-28 15",Computer,15058
"2016-06-28 15",Mobile,6120
"2016-06-28 15",Tablet,10116
"2016-06-28 15",UNKNOWN,9
"2016-06-28 15",Unspecified,1009
"2016-06-28 16",,12
"2016-06-28 16","Big screen",4
"2016-06-28 16",Computer,18429
"2016-06-28 16",Mobile,6837
"2016-06-28 16",Tablet,13302
"2016-06-28 16",UNKNOWN,7
"2016-06-28 16",Unspecified,1286
"2016-06-28 17","Big screen",17
"2016-06-28 17",Computer,14588
"2016-06-28 17",Mobile,8194
"2016-06-28 17",Tablet,13541
"2016-06-28 17",Unknown,6
"2016-06-28 17",Unspecified,1307
"2016-06-28 18",,1
"2016-06-28 18","Big screen",12
"2016-06-28 18",Computer,9951
"2016-06-28 18",Mobile,8019
"2016-06-28 18",Tablet,12163
"2016-06-28 18",Unknown,14
"2016-06-28 18",Unspecified,1139
"2016-06-28 19","Big screen",9
"2016-06-28 19",Computer,9913
"2016-06-28 19",Mobile,8212
"2016-06-28 19",Tablet,12410
"2016-06-28 19",Unknown,15
"2016-06-28 19",Unspecified,1177
"2016-06-28 20","Big screen",23
"2016-06-28 20",Computer,10780
"2016-06-28 20",Mobile,8662
"2016-06-28 20",Tablet,13489
"2016-06-28 20",Unknown,10
"2016-06-28 20",Unspecified,1291
"2016-06-28 21","Big screen",14
"2016-06-28 21",Computer,9699
"2016-06-28 21",Mobile,8181
"2016-06-28 21",Tablet,12953
"2016-06-28 21",Unknown,13
"2016-06-28 21",Unspecified,1438
"2016-06-28 22","Big screen",9
"2016-06-28 22",Computer,8377
"2016-06-28 22",Mobile,7467
"2016-06-28 22",Tablet,11139
"2016-06-28 22",Unknown,6
"2016-06-28 22",Unspecified,1265
"2016-06-28 23",,3
"2016-06-28 23","Big screen",11
"2016-06-28 23",Computer,5524
"2016-06-28 23",Mobile,4475
"2016-06-28 23",Tablet,7400
"2016-06-28 23",Unspecified,834
"2016-06-29 00","Big screen",6
"2016-06-29 00",Computer,2747
"2016-06-29 00",Mobile,2453
"2016-06-29 00",Tablet,1870
"2016-06-29 00",Unknown,4
"2016-06-29 00",Unspecified,1595
"2016-06-29 01",Computer,1469
"2016-06-29 01",Mobile,1205
"2016-06-29 01",Tablet,843
"2016-06-29 01",Unknown,3
"2016-06-29 01",Unspecified,627
"2016-06-29 02",Computer,879
"2016-06-29 02",Mobile,784
"2016-06-29 02",Tablet,465
"2016-06-29 02",Unspecified,479
"2016-06-29 03",Computer,659
"2016-06-29 03",Mobile,699
"2016-06-29 03",Tablet,373
"2016-06-29 03",Unspecified,377
"2016-06-29 04",Computer,801
"2016-06-29 04",Mobile,841
"2016-06-29 04",Tablet,595
"2016-06-29 04",Unspecified,323
"2016-06-29 05","Big screen",6
"2016-06-29 05",Computer,1729
"2016-06-29 05",Mobile,1856
"2016-06-29 05",Tablet,1441
"2016-06-29 05",Unknown,1
"2016-06-29 05",Unspecified,729
"2016-06-29 06","Big screen",14
"2016-06-29 06",Computer,3695
"2016-06-29 06",Mobile,4718
"2016-06-29 06",Tablet,3828
"2016-06-29 06",Unknown,1
"2016-06-29 06",Unspecified,1762
"2016-06-29 07","Big screen",9
"2016-06-29 07",Computer,6896
"2016-06-29 07",Mobile,6661
"2016-06-29 07",Tablet,5948
"2016-06-29 07",Unknown,2
"2016-06-29 07",Unspecified,3071
"2016-06-29 08",,7
"2016-06-29 08","Big screen",14
"2016-06-29 08",Computer,10880
"2016-06-29 08",Mobile,5182
"2016-06-29 08",Tablet,4816
"2016-06-29 08",Unknown,1
"2016-06-29 08",Unspecified,3945
"2016-06-29 09",,8
"2016-06-29 09","Big screen",5
"2016-06-29 09",Computer,13389
"2016-06-29 09",Mobile,3883
"2016-06-29 09",Tablet,3675
"2016-06-29 09",UNKNOWN,5
"2016-06-29 09",Unspecified,4493
"2016-06-29 10","Big screen",1
"2016-06-29 10",Computer,13021
"2016-06-29 10",Mobile,3988
"2016-06-29 10",Tablet,3695
"2016-06-29 10",UNKNOWN,3
"2016-06-29 10",Unspecified,4201
"2016-06-29 11","Big screen",9
"2016-06-29 11",Computer,14608
"2016-06-29 11",Mobile,3861
"2016-06-29 11",Tablet,3594
"2016-06-29 11",UNKNOWN,3
"2016-06-29 11",Unspecified,4534
"2016-06-29 12","Big screen",3
"2016-06-29 12",Computer,18862
"2016-06-29 12",Mobile,4838
"2016-06-29 12",Tablet,4458
"2016-06-29 12",Unknown,3
"2016-06-29 12",Unspecified,4771
"2016-06-29 13",,17
"2016-06-29 13","Big screen",12
"2016-06-29 13",Computer,19150
"2016-06-29 13",Mobile,6212
"2016-06-29 13",Tablet,5622
"2016-06-29 13",UNKNOWN,1
"2016-06-29 13",Unspecified,5471
"2016-06-29 14","Big screen",9
"2016-06-29 14",Computer,15179
"2016-06-29 14",Mobile,5150
"2016-06-29 14",Tablet,4907
"2016-06-29 14",Unknown,2
"2016-06-29 14",Unspecified,5179
"2016-06-29 15",,4
"2016-06-29 15","Big screen",43
"2016-06-29 15",Computer,15782
"2016-06-29 15",Mobile,5504
"2016-06-29 15",Tablet,5474
"2016-06-29 15",UNKNOWN,2
"2016-06-29 15",Unspecified,5019
"2016-06-29 16",,4
"2016-06-29 16","Big screen",16
"2016-06-29 16",Computer,15472
"2016-06-29 16",Mobile,6854
"2016-06-29 16",Tablet,6288
"2016-06-29 16",Unknown,1
"2016-06-29 16",Unspecified,5810
"2016-06-29 17","Big screen",13
"2016-06-29 17",Computer,12274
"2016-06-29 17",Mobile,7777
"2016-06-29 17",Tablet,7230
"2016-06-29 17",Unknown,5
"2016-06-29 17",Unspecified,5256
"2016-06-29 18","Big screen",6
"2016-06-29 18",Computer,10073
"2016-06-29 18",Mobile,8944
"2016-06-29 18",Tablet,8612
"2016-06-29 18",Unknown,4
"2016-06-29 18",Unspecified,5501
"2016-06-29 19","Big screen",60
"2016-06-29 19",Computer,9543
"2016-06-29 19",Mobile,8790
"2016-06-29 19",Tablet,8212
"2016-06-29 19",Unknown,1
"2016-06-29 19",Unspecified,5557
"2016-06-29 20","Big screen",16
"2016-06-29 20",Computer,10215
"2016-06-29 20",Mobile,9500
"2016-06-29 20",Tablet,9518
"2016-06-29 20",Unknown,3
"2016-06-29 20",Unspecified,5543
"2016-06-29 21","Big screen",28
"2016-06-29 21",Computer,9961
"2016-06-29 21",Mobile,10736
"2016-06-29 21",Tablet,10703
"2016-06-29 21",Unknown,7
"2016-06-29 21",Unspecified,6292
"2016-06-29 22","Big screen",15
"2016-06-29 22",Computer,8478
"2016-06-29 22",Mobile,8234
"2016-06-29 22",Tablet,7989
"2016-06-29 22",Unknown,7
"2016-06-29 22",Unspecified,4813
"2016-06-29 23","Big screen",38
"2016-06-29 23",Computer,4737
"2016-06-29 23",Mobile,5038
"2016-06-29 23",Tablet,4609
"2016-06-29 23",Unknown,4
"2016-06-29 23",Unspecified,2719
"2016-06-30 00","Big screen",15
"2016-06-30 00",Computer,2665
"2016-06-30 00",Mobile,2883
"2016-06-30 00",Tablet,2333
"2016-06-30 00",Unknown,3
"2016-06-30 00",Unspecified,592
"2016-06-30 01","Big screen",9
"2016-06-30 01",Computer,1446
"2016-06-30 01",Mobile,1426
"2016-06-30 01",Tablet,984
"2016-06-30 01",Unknown,1
"2016-06-30 01",Unspecified,365
"2016-06-30 02","Big screen",3
"2016-06-30 02",Computer,925
"2016-06-30 02",Mobile,745
"2016-06-30 02",Tablet,702
"2016-06-30 02",Unspecified,123
"2016-06-30 03",,2
"2016-06-30 03","Big screen",1
"2016-06-30 03",Computer,768
"2016-06-30 03",Mobile,584
"2016-06-30 03",Tablet,600
"2016-06-30 03",Unspecified,166
"2016-06-30 04",Computer,729
"2016-06-30 04",Mobile,838
"2016-06-30 04",Tablet,731
"2016-06-30 04",Unspecified,163
"2016-06-30 05","Big screen",3
"2016-06-30 05",Computer,1563
"2016-06-30 05",Mobile,1835
"2016-06-30 05",Tablet,1682
"2016-06-30 05",Unknown,1
"2016-06-30 05",Unspecified,333
"2016-06-30 06","Big screen",35
"2016-06-30 06",Computer,3624
"2016-06-30 06",Mobile,4733
"2016-06-30 06",Tablet,4989
"2016-06-30 06",Unknown,4
"2016-06-30 06",Unspecified,744
"2016-06-30 07","Big screen",63
"2016-06-30 07",Computer,7051
"2016-06-30 07",Mobile,7352
"2016-06-30 07",Tablet,7537
"2016-06-30 07",Unknown,3
"2016-06-30 07",Unspecified,1433
"2016-06-30 08",,6
"2016-06-30 08","Big screen",61
"2016-06-30 08",Computer,10216
"2016-06-30 08",Mobile,5914
"2016-06-30 08",Tablet,6031
"2016-06-30 08",Unknown,3
"2016-06-30 08",Unspecified,2802
"2016-06-30 09","Big screen",74
"2016-06-30 09",Computer,12825
"2016-06-30 09",Mobile,4745
"2016-06-30 09",Tablet,4655
"2016-06-30 09",Unknown,6
"2016-06-30 09",Unspecified,3511
"2016-06-30 10",,8
"2016-06-30 10","Big screen",36
"2016-06-30 10",Computer,12137
"2016-06-30 10",Mobile,4394
"2016-06-30 10",Tablet,4334
"2016-06-30 10",UNKNOWN,10
"2016-06-30 10",Unspecified,3249
"2016-06-30 11",,9
"2016-06-30 11","Big screen",48
"2016-06-30 11",Computer,13169
"2016-06-30 11",Mobile,4326
"2016-06-30 11",Tablet,4423
"2016-06-30 11",Unspecified,3540
"2016-06-30 12",,5
"2016-06-30 12","Big screen",107
"2016-06-30 12",Computer,18300
"2016-06-30 12",Mobile,5699
"2016-06-30 12",Tablet,5658
"2016-06-30 12",UNKNOWN,7
"2016-06-30 12",Unspecified,5750
"2016-06-30 13",,10
"2016-06-30 13","Big screen",64
"2016-06-30 13",Computer,15781
"2016-06-30 13",Mobile,5745
"2016-06-30 13",Tablet,5924
"2016-06-30 13",UNKNOWN,1
"2016-06-30 13",Unspecified,5400
"2016-06-30 14",,10
"2016-06-30 14","Big screen",54
"2016-06-30 14",Computer,12483
"2016-06-30 14",Mobile,5242
"2016-06-30 14",Tablet,5422
"2016-06-30 14",UNKNOWN,1
"2016-06-30 14",Unspecified,3897
"2016-06-30 15",,2
"2016-06-30 15","Big screen",72
"2016-06-30 15",Computer,13543
"2016-06-30 15",Mobile,5290
"2016-06-30 15",Tablet,5783
"2016-06-30 15",Unknown,1
"2016-06-30 15",Unspecified,3532
"2016-06-30 16",,2
"2016-06-30 16","Big screen",131
"2016-06-30 16",Computer,14928
"2016-06-30 16",Mobile,7003
"2016-06-30 16",Tablet,7945
"2016-06-30 16",UNKNOWN,10
"2016-06-30 16",Unspecified,3963
"2016-06-30 17","Big screen",63
"2016-06-30 17",Computer,12562
"2016-06-30 17",Mobile,7656
"2016-06-30 17",Tablet,8563
"2016-06-30 17",Unknown,1
"2016-06-30 17",Unspecified,2899
"2016-06-30 18","Big screen",80
"2016-06-30 18",Computer,10734
"2016-06-30 18",Mobile,8300
"2016-06-30 18",Tablet,8564
"2016-06-30 18",Unknown,3
"2016-06-30 18",Unspecified,1941
"2016-06-30 19","Big screen",49
"2016-06-30 19",Computer,10323
"2016-06-30 19",Mobile,8770
"2016-06-30 19",Tablet,11045
"2016-06-30 19",Unknown,1
"2016-06-30 19",Unspecified,1923
"2016-06-30 20","Big screen",60
"2016-06-30 20",Computer,11158
"2016-06-30 20",Mobile,13368
"2016-06-30 20",Tablet,15961
"2016-06-30 20",Unspecified,2051
"2016-06-30 21","Big screen",63
"2016-06-30 21",Computer,11017
"2016-06-30 21",Mobile,13615
"2016-06-30 21",Tablet,16487
